# Temp_mean_R,Temp_mean_S, mass_mean, normalized_mass_mean, masslossrate_mean, normlized_masslossrate_mean, reacr_mean
5.200000000000000000e+01, 5.239822499999999650e+01, 9.538852499999999068e+00, 9.910781843320677353e-01, -6.127499999999841407e-03, -6.366417317486132736e-04, 2.122139105828479977e-04
5.233330000000000126e+01, 5.272157500000000141e+01, 9.536804999999999310e+00, 9.908654509259877674e-01, -6.164999999998421742e-03, -6.405379479770375228e-04, 2.135126493256755964e-04
5.266669999999999874e+01, 5.304569999999999652e+01, 9.534742500000000121e+00, 9.906511590334163841e-01, -6.232499999998530882e-03, -6.475511371884780333e-04, 2.158503790627985808e-04
5.300000000000000000e+01, 5.337664999999999793e+01, 9.532650000000000290e+00, 9.904337501678621702e-01, -6.371250000002603997e-03, -6.619671372346168587e-04, 2.206557124115327007e-04
5.333330000000000126e+01, 5.370032500000000653e+01, 9.530494999999998385e+00, 9.902098476085933187e-01, -6.453750000002145271e-03, -6.705388129374271556e-04, 2.235129376458311334e-04
5.366669999999999874e+01, 5.403130000000000166e+01, 9.528347499999998860e+00, 9.899867242925705080e-01, -6.461249999996532267e-03, -6.713180561825583467e-04, 2.237726853941968130e-04
5.400000000000000000e+01, 5.435654999999999148e+01, 9.526187500000000696e+00, 9.897623022378049251e-01, -6.506250000000157740e-03, -6.759935156572210828e-04, 2.253311718857231583e-04
5.433330000000000126e+01, 5.467644999999999555e+01, 9.524009999999998755e+00, 9.895360619487990617e-01, -6.667500000003379057e-03, -6.927472454404144794e-04, 2.309157484801094284e-04
5.466669999999999874e+01, 5.501092500000000030e+01, 9.521742499999998444e+00, 9.893004707408447063e-01, -6.776249999997929763e-03, -7.040462725027065447e-04, 2.346820908342706069e-04
5.500000000000000000e+01, 5.533502500000000168e+01, 9.519492500000000135e+00, 9.890666977671305204e-01, -6.776249999997929763e-03, -7.040462725027065447e-04, 2.346820908342706069e-04
5.533330000000000126e+01, 5.566399999999999437e+01, 9.517224999999999824e+00, 9.888311065591761650e-01, -6.832499999999797069e-03, -7.098905968457581680e-04, 2.366301989485952717e-04
5.566669999999999874e+01, 5.598182500000000061e+01, 9.514937500000000270e+00, 9.885934373692333299e-01, -6.967500000000015348e-03, -7.239169752686392973e-04, 2.413056584228412405e-04
5.600000000000000000e+01, 5.631394999999999840e+01, 9.512579999999999814e+00, 9.883484952423304826e-01, -7.076249999999895124e-03, -7.352160023314849562e-04, 2.450720007771134412e-04
5.633330000000000126e+01, 5.663960000000000150e+01, 9.510220000000000340e+00, 9.881032933676791030e-01, -7.083749999999611191e-03, -7.359952455771698494e-04, 2.453317485257566766e-04
5.666669999999999874e+01, 5.696014999999999873e+01, 9.507857500000000073e+00, 9.878578317452789692e-01, -7.098750000001707861e-03, -7.375537320688164327e-04, 2.458512440229876361e-04
5.700000000000000000e+01, 5.728807500000000630e+01, 9.505487499999999201e+00, 9.876115908796331277e-01, -7.203750000000397335e-03, -7.484631375086811924e-04, 2.494877125028827081e-04
5.733330000000000126e+01, 5.761484999999999701e+01, 9.503054999999999808e+00, 9.873588563202732038e-01, -7.312500000000277112e-03, -7.597621645715269597e-04, 2.532540548571549088e-04
5.766669999999999874e+01, 5.794102499999999623e+01, 9.500612499999999017e+00, 9.871050827699188179e-01, -7.338749999997951079e-03, -7.624895159312855249e-04, 2.541631719770731657e-04
5.800000000000000000e+01, 5.826802500000000151e+01, 9.498162500000001174e+00, 9.868505299763190575e-01, -7.376249999996531415e-03, -7.663857321597097741e-04, 2.554619107199007644e-04
5.833330000000000126e+01, 5.859317499999999512e+01, 9.495695000000001329e+00, 9.865941589484790164e-01, -7.470000000002308127e-03, -7.761262727317394571e-04, 2.587087575772750725e-04
5.866669999999999874e+01, 5.892199999999999704e+01, 9.493182499999999635e+00, 9.863331124611645073e-01, -7.537500000002417266e-03, -7.831394619431799676e-04, 2.610464873143980569e-04
5.900000000000000000e+01, 5.924882499999999652e+01, 9.490669999999999717e+00, 9.860720659738502203e-01, -7.541250000000943032e-03, -7.835290835658839615e-04, 2.611763611886086522e-04
5.933330000000000126e+01, 5.957014999999999816e+01, 9.488154999999999006e+00, 9.858107597387872900e-01, -7.556250000000375167e-03, -7.850875700572537480e-04, 2.616958566857285895e-04
5.966669999999999874e+01, 5.989797500000000241e+01, 9.485632499999999467e+00, 9.855486742604787631e-01, -7.593749999996290967e-03, -7.889837862854010920e-04, 2.629945954285006771e-04
6.000000000000000000e+01, 6.022222500000000878e+01, 9.483092500000001479e+00, 9.852847705479302887e-01, -7.638749999997251905e-03, -7.936592457597871396e-04, 2.645530819199715111e-04
6.033330000000000126e+01, 6.054522500000000207e+01, 9.480540000000001299e+00, 9.850195680966388201e-01, -7.665000000002919478e-03, -7.963865971203762037e-04, 2.654621990401118126e-04
6.066669999999999874e+01, 6.087309999999999377e+01, 9.477982499999999533e+00, 9.847538461498500650e-01, -7.702500000001499814e-03, -8.002828133488005613e-04, 2.667609377828839001e-04
6.100000000000000000e+01, 6.119372500000000059e+01, 9.475405000000000300e+00, 9.844860462210730523e-01, -7.773750000000134719e-03, -8.076856241829450658e-04, 2.692285413943285022e-04
6.133330000000000126e+01, 6.151647499999999980e+01, 9.472799999999999443e+00, 9.842153890670614080e-01, -7.837500000001718092e-03, -8.143091917716815823e-04, 2.714363972572408912e-04
6.166669999999999874e+01, 6.184377500000000794e+01, 9.470179999999999154e+00, 9.839431734265585705e-01, -7.856249999999675993e-03, -8.162572998857553627e-04, 2.720857666285714238e-04
6.200000000000000000e+01, 6.216392499999999899e+01, 9.467562499999999659e+00, 9.836712175338042652e-01, -7.867499999997917826e-03, -8.174261647541442499e-04, 2.724753882513697434e-04
6.233330000000000126e+01, 6.249667499999999620e+01, 9.464935000000000542e+00, 9.833982226500558310e-01, -7.931249999999501199e-03, -8.240497323428807664e-04, 2.746832441142821324e-04
6.266669999999999874e+01, 6.281814999999999571e+01, 9.462274999999999991e+00, 9.831218510455757009e-01, -8.010000000000516707e-03, -8.322317864229869609e-04, 2.774105954743699698e-04
6.300000000000000000e+01, 6.314137499999999648e+01, 9.459595000000000198e+00, 9.828434014591070911e-01, -8.047499999999097042e-03, -8.361280026514113185e-04, 2.787093342171420574e-04
6.333330000000000126e+01, 6.346755000000000280e+01, 9.456910000000000593e+00, 9.825644323771414168e-01, -8.066249999999719478e-03, -8.380761107657618957e-04, 2.793587035885836123e-04
6.366669999999999874e+01, 6.378817499999999541e+01, 9.454217500000000385e+00, 9.822846840519299239e-01, -8.133750000002493152e-03, -8.450892999774792030e-04, 2.816964333258176190e-04
6.400000000000000000e+01, 6.411682500000000573e+01, 9.451487499999998931e+00, 9.820010395104897816e-01, -8.208749999999653824e-03, -8.528817324343278099e-04, 2.842939108114173052e-04
6.433329999999999416e+01, 6.444294999999999618e+01, 9.448745000000000616e+00, 9.817160962303070892e-01, -8.238749999998518092e-03, -8.559987054170672743e-04, 2.853329018057126909e-04
6.466670000000000584e+01, 6.476837499999999181e+01, 9.445994999999999919e+00, 9.814303737068783562e-01, -8.283750000002143565e-03, -8.606741648917301188e-04, 2.868913882972390361e-04
6.500000000000000000e+01, 6.509617500000000234e+01, 9.443222499999999187e+00, 9.811423134537126112e-01, -8.370000000000210605e-03, -8.696354622172443012e-04, 2.898784874057480643e-04
6.533329999999999416e+01, 6.541882499999999823e+01, 9.440414999999999779e+00, 9.808506167320668601e-01, -8.441249999998845510e-03, -8.770382730513889141e-04, 2.923460910171371552e-04
6.566670000000000584e+01, 6.574794999999998879e+01, 9.437594999999999956e+00, 9.805576212716783369e-01, -8.441250000001510045e-03, -8.770382730516657109e-04, 2.923460910171926663e-04
6.600000000000000000e+01, 6.607647500000000207e+01, 9.434787499999998772e+00, 9.802659245500324747e-01, -8.433749999999129443e-03, -8.762590298057040209e-04, 2.920863432685494310e-04
6.633329999999999416e+01, 6.639670000000000982e+01, 9.431972500000000537e+00, 9.799734485851412380e-01, -8.467499999996519477e-03, -8.797656244111474793e-04, 2.932552081370554120e-04
6.666670000000000584e+01, 6.672765000000001123e+01, 9.429142500000001093e+00, 9.796794141337583639e-01, -8.486249999999806448e-03, -8.817137325257748534e-04, 2.939045775086079892e-04
6.700000000000000000e+01, 6.705320000000000391e+01, 9.426315000000000666e+00, 9.793856394301240220e-01, -8.482500000001280682e-03, -8.813241109030708594e-04, 2.937747036343418827e-04
6.733329999999999416e+01, 6.737182500000000118e+01, 9.423487500000000239e+00, 9.790918647264896801e-01, -8.493749999999522515e-03, -8.824929757714597466e-04, 2.941643252571402023e-04
